日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2022-07-16,payment,食費,食料品,-,-,BPたっぶりスライスとろ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,田舎っぺ板こんにゃく,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,40,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,鮭わかめおにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-6,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,13,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-16,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-17,payment,交通,電車,PASMO,-,,"北千住 - 赤羽",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-17,payment,交通,電車,PASMO,-,,"赤羽 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-17,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-17,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,3,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,3,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,わが家は焼肉屋さん中辛,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,287,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,コチュジャンチューブ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,237,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,カントリーマアムV&C,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,237,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,長ねぎバラ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,97,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,にんじん,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,127,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,キャペツ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,127,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,七味唐からし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,117,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,じゃが芋,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,177,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,67,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,カナダ産三元豚バラブロッ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,397,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,玉ねぎ(バラ),,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,97,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,157,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,日用雑貨,消耗品,-,-,ナノックスツメカエチョウダイ,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,798,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,日用雑貨,消耗品,-,-,ハミングスハダオモイムコウカエ,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,185,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,ナガタニエンマツタケノオスイ,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,208,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,トクヨウミルクアンドホワイトチ,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,568,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,割引,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,-44,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,日用雑貨,消耗品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,98,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-19,payment,食費,食料品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,58,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,PASMO,-,自販機,,-,"（プレミアム会員で表示）",0,140,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,カーネルコーン,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,かに風味スティック,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,77,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,21,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,麦茶500mlビッグ・エー,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,86,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,鮭わかめおにぎり幸1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,カレービラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-20,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,20,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,農場指定白いたまご10,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,147,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,お買い得もやし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,19,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,きゅうり(袋),,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,127,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,23,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,鮭わかめおにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-21,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,アメリカ産三元豚こまぎ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,235,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-71,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,67,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,ふっくらおむすぴツナマ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,87,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,25,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,麦茶500mlビッグ・エー,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,86,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,鮭わかめおにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,20,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,"ブレンディエスプレッソ16",,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,458,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,ニッシンフラワーコ750g,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,248,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,日用雑貨,消耗品,-,-,クイックルWPウエット16,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,398,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,日用雑貨,消耗品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,39,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-22,payment,食費,食料品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,56,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-23,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-23,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-23,payment,食費,食料品,-,-,鮭わかぬおにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-23,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,13,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-23,payment,交通,電車,PASMO,-,,"北千住 - 池袋",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-23,payment,交通,電車,PASMO,-,,"池袋 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,食費,食料品,-,-,鮭わかめおにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,17,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,交通,電車,PASMO,-,,"北千住 - 赤羽",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-24,payment,交通,電車,PASMO,-,,"赤羽 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,income,給与所得,-,-,-,,"勤務日数 8日
本給 67,200円
普通残業手当 23,691円
出勤時間 63.36h
法定内残業時間 0.63h
普通残業時間 18.05h",LITALICOwonder赤羽,"（プレミアム会員で表示）",90891,0,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,ふんわりした食バン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,67,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,カロリーメイトチョコ4本,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,177,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,カンピー紙カップビーナッ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,97,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,農場指定白いたまご10,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,カントリーマアムV&C,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,237,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,マヨネーズ500gビッグ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,189,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,"お好みソース500gオタ",,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,297,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,104,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,エスビーテーブルコショー50g,,マルヤス,"（プレミアム会員で表示）",0,199,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-26,payment,食費,食料品,-,-,外税,,マルヤス,"（プレミアム会員で表示）",0,15,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-27,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-27,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,3,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,カレーピラフ風おに,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,鮭しそおにぎり◆1個,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,許容23竹の子ごはんお,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,57,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,麦茶500mlビッグ・エー,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,86,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,20,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,"埼玉県産 彩のきずな",,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,1170,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,ルヴァンブライムL,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,247,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,クランチシュガーコーン,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,歌舞伎揚げ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,77,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,割引,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,-24,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,お買い得もやし,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,19,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,玉ねぎ(バラ),,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,97,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,158,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,日用雑貨,その他,-,-,雑貨,,Amazon,"（プレミアム会員で表示）",0,1960,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-29,payment,その他,現金の引出,-,-,手数料,,セブン銀行,"（プレミアム会員で表示）",0,110,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-30,payment,交通,電車,PASMO,-,,"北千住 - 赤羽",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-30,income,その他,-,-,PASMO,,チャージ,-,"（プレミアム会員で表示）",5000,0,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-30,payment,食費,昼ご飯,PASMO,-,牛焼ビビン丼,,株式会社松屋フーズ　赤羽東口店,"（プレミアム会員で表示）",0,590,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-30,payment,交通,電車,PASMO,-,,"赤羽 - 北千住",-,"（プレミアム会員で表示）",0,220,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-30,payment,食費,食料品,-,-,ゴゴムトウレモン500ml,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,88,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-07-30,payment,食費,食料品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,7,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
